max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
7,3,593487371,6,1,4,131003,6,23,29,5,54348370,135,7311.0
3,7,512274517,2,5,15,41004,4,14,6,8,54592482,135,7311.0
1,8,490121003,7,4,8,49990,10,20,20,1,121712646,135,7311.0
8,2,536885150,4,5,13,6721,11,27,23,2,108001879,135,7311.0
6,8,1005601396,2,1,15,116670,9,5,10,7,97056632,135,7311.0
5,2,415264809,3,4,10,41162,8,29,11,6,52102562,135,7311.0
1,3,840658494,4,5,11,55296,4,21,31,2,57473459,135,7311.0
2,1,597861444,7,3,6,8551,14,18,28,5,43331862,135,7311.0
6,4,369938209,7,2,4,106219,2,7,8,3,130805175,135,7311.0
6,5,726180424,3,1,16,71065,11,27,8,4,62109745,135,7311.0
3,3,619733923,4,1,13,41436,7,21,27,5,119468855,135,7311.0
7,3,982001167,6,2,2,70426,2,3,10,7,75356315,135,7311.0
8,7,204001508,2,1,4,97201,14,27,9,5,128821274,135,7311.0
3,3,899466902,7,1,13,73827,16,11,19,8,66762903,135,7311.0
4,1,801931962,6,1,7,84180,2,22,29,2,128933626,135,7311.0
4,7,400646080,2,4,2,15845,14,26,25,1,58146989,135,7311.0
8,4,1059635083,5,5,13,111652,8,12,13,2,111289937,135,7311.0
4,4,575384611,4,1,7,129774,7,23,2,8,77770794,135,7311.0
8,2,1060954849,3,1,9,42384,6,21,24,8,33966631,135,7311.0
4,8,927154320,6,4,5,94822,9,20,17,3,51211852,135,7311.0
2,4,842237565,5,5,10,74444,4,31,25,8,43478149,135,7311.0
8,6,834976566,8,5,16,71069,4,19,10,6,79705678,135,7311.0
8,5,252477692,8,5,11,38288,3,13,23,3,116177290,135,7311.0
4,5,631584435,5,2,5,69481,13,5,30,7,77791407,135,7311.0
1,6,919409355,4,5,15,17777,12,24,20,3,61191404,135,7311.0
4,6,290825207,2,2,10,51745,4,15,23,2,60199893,135,7311.0
4,6,608900024,3,1,13,9536,8,17,9,4,47127557,135,7311.0
7,5,498213186,3,1,7,108291,14,6,27,7,79687769,135,7311.0
1,4,708895049,3,5,3,65674,5,9,28,4,43926573,135,7311.0
2,3,482616335,3,1,12,109874,12,26,9,6,89973687,135,7311.0
5,4,1043872423,6,4,15,114993,5,24,2,1,119069541,135,7311.0
6,4,672672470,6,4,5,117674,7,16,3,4,74257851,135,7311.0
5,8,38396573,6,4,4,6937,4,21,11,2,125537976,135,7311.0
6,4,589401817,6,1,12,12651,12,31,16,5,70842177,135,7311.0
3,1,166105650,4,4,3,21936,6,9,2,8,121650875,135,7311.0
4,2,88351520,6,1,5,17290,2,27,20,7,53007815,135,7311.0
5,2,372698776,7,1,10,75848,10,24,17,6,88468104,135,7311.0
7,6,691146682,6,2,6,14797,14,25,30,7,100766806,135,7311.0
6,2,785618758,6,2,10,84811,2,3,19,4,121470606,135,7311.0
8,7,433891618,4,3,2,40141,7,15,13,2,91387798,135,7311.0
7,6,316592831,4,4,16,7281,12,10,29,8,65758693,135,7311.0
8,3,367079412,5,2,3,99875,2,21,7,7,100059339,135,7311.0
2,8,686545916,5,5,7,127400,5,6,29,3,90500855,135,7311.0
5,6,296079187,2,3,5,87469,11,17,19,5,84579548,135,7311.0
6,5,141739680,7,1,5,21254,3,32,32,1,90235482,135,7311.0
2,6,816894129,3,3,4,11872,6,29,26,3,43681098,135,7311.0
1,1,608234976,8,4,15,99425,6,25,30,8,95098965,135,7311.0
4,4,644853773,6,3,12,9383,11,13,4,4,108713883,135,7311.0
4,1,867864665,5,2,16,98615,12,32,20,2,89395611,135,7311.0
4,7,555746358,6,4,12,22046,9,22,21,3,42765084,135,7311.0
8,1,396103421,2,3,15,124150,4,10,11,7,56902252,135,7311.0
1,4,313029129,2,1,11,86722,3,5,19,1,112480787,135,7311.0
7,5,857862476,7,4,9,112535,11,12,17,1,103581169,135,7311.0
5,7,469513119,2,4,13,47626,11,6,6,1,103109662,135,7311.0
8,5,508527494,5,4,14,124781,10,9,15,6,81667022,135,7311.0
1,6,392062846,5,1,3,121297,8,10,14,2,54419901,135,7311.0
4,8,541465743,5,2,9,56465,16,3,29,6,62111980,135,7311.0
5,8,339975878,5,3,10,49281,13,32,23,5,77692880,135,7311.0
7,6,915768905,5,5,4,47151,3,16,4,7,98450040,135,7311.0
3,4,526317217,2,5,10,108112,8,32,12,6,130595300,135,7311.0
1,4,107465321,3,1,16,19192,5,27,12,3,87021373,135,7311.0
6,5,545343002,8,5,6,94759,8,17,21,1,108208089,135,7311.0
7,2,22277387,6,3,6,10683,9,17,11,8,124263807,135,7311.0
6,6,199743286,2,5,15,44944,10,7,25,3,125621641,135,7311.0
7,6,598935805,5,3,4,65423,7,12,6,1,62020657,135,7311.0
7,5,462377880,8,4,8,110924,15,31,3,8,85925298,135,7311.0
7,1,765728147,7,4,10,47141,10,29,24,3,35741201,135,7311.0
4,8,149980621,7,3,5,26605,15,30,8,3,132947249,135,7311.0
6,4,1066706416,3,4,3,22362,11,26,15,8,39841409,135,7311.0
2,2,570936954,6,1,2,102744,5,2,27,6,58750304,135,7311.0
6,4,444641637,8,2,13,56063,10,11,12,3,59339674,135,7311.0
2,7,741273493,7,1,4,57387,15,11,17,3,71692646,135,7311.0
5,4,183457771,3,2,15,112305,4,22,18,8,111947572,135,7311.0
6,8,215902226,7,1,13,66985,3,22,19,2,124446189,135,7311.0
8,1,529562261,8,2,14,45937,3,32,25,4,124805106,135,7311.0
7,5,231986073,4,3,4,55488,9,17,21,4,56609416,135,7311.0
8,7,1018744327,6,5,14,51161,15,4,17,4,60727235,135,7311.0
5,3,479044649,2,4,9,101272,13,5,20,8,58363236,135,7311.0
7,6,70456508,3,1,11,87097,12,10,28,7,78482126,135,7311.0
8,6,674241225,5,3,5,32216,7,3,30,1,104161571,135,7311.0
2,4,365000548,2,4,13,23960,6,31,8,2,36838497,135,7311.0
5,8,519540681,3,1,7,95710,6,6,28,2,119814758,135,7311.0
6,4,801945827,3,5,8,15781,10,4,4,6,70964239,135,7311.0
5,3,780468779,4,4,14,46668,16,30,10,2,56557431,135,7311.0
8,7,158178651,7,5,14,56223,3,21,14,7,102888161,135,7311.0
8,7,971439755,5,4,4,53470,11,31,29,7,131168209,135,7311.0
3,7,983904363,3,2,2,50484,10,17,30,3,51454515,135,7311.0
3,6,568475896,6,1,7,97526,12,14,4,7,124295449,135,7311.0
8,5,983986540,3,5,9,81221,2,32,13,6,55493390,135,7311.0
7,6,301978353,3,1,15,31215,8,26,31,5,127526266,135,7311.0
3,1,549531961,3,1,14,23272,10,18,11,2,64576652,135,7311.0
2,6,567749421,4,3,14,94751,10,18,10,7,69593360,135,7311.0
7,6,127472619,2,4,6,29035,13,32,15,2,82148949,135,7311.0
6,6,466439117,4,2,8,123920,10,30,24,7,54272702,135,7311.0
4,4,488031977,6,3,6,43115,13,7,27,6,39772373,135,7311.0
7,1,10728815,2,2,2,10782,13,8,7,4,42538884,135,7311.0
4,5,13377120,7,4,8,44211,12,8,4,4,86491666,135,7311.0
8,5,123058549,5,4,3,51731,13,9,4,8,45663829,135,7311.0
4,5,637443052,2,3,10,24363,11,30,17,2,107717956,135,7311.0
4,2,748819191,7,1,6,57282,14,30,9,2,114138796,135,7311.0
8,8,829824312,4,3,10,26922,5,19,21,1,37384679,135,7311.0
4,7,181676108,6,2,4,99891,14,16,26,6,99495607,135,7311.0
2,1,330649897,8,4,14,58615,10,14,3,6,63147345,135,7311.0
6,5,352055228,4,1,11,77558,11,4,8,2,134125882,135,7311.0
4,6,918665929,6,3,2,50075,2,4,30,6,101758421,135,7311.0
7,4,982715044,3,4,8,80587,11,15,27,1,128540554,135,7311.0
8,7,772262008,4,1,6,112735,16,6,3,2,38698380,135,7311.0
5,1,872527632,7,2,12,104561,15,31,6,1,35506590,135,7311.0
1,6,980452560,2,3,4,39684,13,29,24,3,129489121,135,7311.0
7,1,520145913,6,3,10,86173,6,3,32,3,72499618,135,7311.0
2,7,14503087,3,2,3,115912,4,25,15,5,114030888,135,7311.0
7,4,1011022482,2,5,15,40697,13,26,2,8,58363571,135,7311.0
1,5,489879411,4,4,13,126927,8,2,24,3,78363917,135,7311.0
1,8,1028669494,2,4,14,62724,7,20,31,1,35339693,135,7311.0
1,1,586026647,4,4,15,42451,14,21,14,1,117813974,135,7311.0
6,3,272253605,6,1,16,40596,12,25,29,8,102781345,135,7311.0
6,5,343623735,5,2,9,15448,12,3,17,4,89932086,135,7311.0
5,1,767205302,2,1,6,119263,11,5,18,4,37558167,135,7311.0
4,4,893789791,2,5,5,43375,8,16,18,1,91536513,135,7311.0
1,5,758484557,6,3,5,69079,12,15,29,3,126922113,135,7311.0
8,4,679006771,2,3,12,80988,12,17,25,2,107919188,135,7311.0
3,8,649168014,5,5,3,25268,4,12,5,4,62172883,135,7311.0
5,5,222664608,3,5,5,83009,6,32,15,2,38528830,135,7311.0
2,8,578942262,3,3,16,104281,10,15,22,3,92873356,135,7311.0
4,7,455326548,7,4,8,11752,3,16,16,6,131926465,135,7311.0
8,6,71277364,5,2,10,12386,13,17,32,6,114624747,135,7311.0
6,2,61535408,4,3,14,96212,4,28,9,4,50636047,135,7311.0
7,4,413276777,8,1,16,73229,16,23,20,6,40341011,135,7311.0
1,5,249577251,5,4,8,92467,4,13,8,1,48022592,135,7311.0
8,7,340460313,8,1,12,68685,9,25,5,8,61521176,135,7311.0
3,3,299396970,5,1,13,90042,11,11,24,6,110836979,135,7311.0
7,3,961841233,3,5,15,23692,11,29,7,2,62128694,135,7311.0
5,3,137850162,4,2,3,58744,11,14,9,1,42723176,135,7311.0
4,7,52804613,4,4,3,69091,3,23,12,1,75050005,135,7311.0
4,3,307239504,6,2,14,47207,15,11,29,5,110852167,135,7311.0
7,3,757316935,7,2,13,104462,15,28,28,4,42968536,135,7311.0
3,4,693346122,3,3,6,26752,12,26,21,5,94397741,135,7311.0
5,7,479231921,3,5,10,78972,5,5,17,2,106307670,135,7311.0
8,4,682637608,3,1,10,89153,4,9,15,5,121930957,135,7311.0
1,7,360618812,8,3,16,73419,2,12,18,1,132377805,135,7311.0
4,1,517157826,2,5,10,86295,2,13,6,8,88126574,135,7311.0
6,6,136202895,7,2,4,105381,12,27,15,2,81160985,135,7311.0
1,2,332266675,3,5,4,70056,6,25,18,6,113927057,135,7311.0
4,7,498234594,7,1,4,44358,10,27,3,2,55496062,135,7311.0
3,5,639150594,2,5,12,87425,8,5,24,7,94159230,135,7311.0
1,1,724434801,8,5,10,103481,4,10,30,4,65595517,135,7311.0
8,1,593273083,6,2,13,40514,14,31,7,2,112629330,135,7311.0
4,2,257255664,5,2,2,24795,3,7,14,4,121460152,135,7311.0
4,2,202694383,6,1,8,100904,14,29,31,7,55156675,135,7311.0
6,8,271630778,5,1,11,66708,10,19,8,4,64924725,135,7311.0
5,4,562743703,2,3,14,10218,4,23,12,8,121101897,135,7311.0
3,8,443788826,3,2,6,73695,4,28,2,3,81590947,135,7311.0
8,6,545769849,2,1,7,63256,3,13,3,2,115136895,135,7311.0
4,2,830836782,3,1,13,90784,5,24,15,3,126256554,135,7311.0
2,2,286963541,2,2,2,27814,2,21,21,8,102995449,135,7311.0
7,8,442112059,4,5,2,113678,12,6,10,8,108937367,135,7311.0
3,1,1033266401,3,3,8,12204,3,16,9,8,56470660,135,7311.0
7,5,670677243,2,5,10,39960,15,8,3,3,85971502,135,7311.0
5,2,636224971,4,4,3,68882,3,9,30,6,129451142,135,7311.0
5,8,471050158,6,5,5,75687,9,32,18,8,58284944,135,7311.0
8,2,280212811,6,2,12,69538,10,5,2,3,101266504,135,7311.0
8,3,328271088,3,5,12,105626,7,14,13,6,57027432,135,7311.0
7,6,507964318,5,3,5,22911,10,5,11,1,116411981,135,7311.0
2,4,133472643,2,5,9,24575,3,15,5,3,83808445,135,7311.0
7,2,344668464,8,3,8,90932,4,2,31,3,113740239,135,7311.0
7,7,438073969,4,2,13,117714,9,4,13,8,100842821,135,7311.0
2,1,303073066,2,5,2,63244,3,16,5,7,51381025,135,7311.0
7,8,674222650,4,3,10,63474,7,26,12,2,117240892,135,7311.0
6,4,373465428,3,2,7,38292,14,26,20,8,41381577,135,7311.0
3,4,602096974,7,1,9,70943,11,32,28,1,106631647,135,7311.0
5,5,780587619,6,5,7,54489,4,29,24,4,118813041,135,7311.0
8,2,758064792,6,3,9,127507,10,6,10,4,78901831,135,7311.0
6,2,376369165,8,1,3,111347,11,2,3,2,68577914,135,7311.0
8,6,220985940,7,1,4,62611,13,20,2,1,103305023,135,7311.0
5,3,620227001,6,5,15,108911,6,6,23,5,104223859,135,7311.0
1,4,532542002,2,2,15,116818,5,15,9,1,36093330,135,7311.0
7,2,396856972,6,4,8,102151,3,23,14,4,65148779,135,7311.0
4,4,706092849,4,5,4,66829,15,19,27,6,49516190,135,7311.0
4,3,1031615672,7,5,4,93484,7,4,29,8,60659948,135,7311.0
2,1,148446564,6,3,14,76443,14,29,27,6,63110343,135,7311.0
6,7,210100276,4,5,7,62031,13,20,2,8,117974744,135,7311.0
2,4,924692622,8,1,12,91589,6,24,26,4,108113641,135,7311.0
5,4,1017831277,7,5,8,93468,3,19,14,6,55115224,135,7311.0
8,5,1060543259,3,5,4,74300,4,29,17,3,44138880,135,7311.0
1,5,930909573,7,1,2,126331,4,14,7,7,56775315,135,7311.0
5,3,268096867,8,3,16,45548,15,15,20,3,54723899,135,7311.0
1,8,772860129,4,5,15,94455,4,22,15,1,81130468,135,7311.0
2,4,312581340,5,2,15,105313,10,21,10,3,65728645,135,7311.0
5,1,511292226,2,1,2,34627,13,10,22,8,131639537,135,7311.0
6,5,919404510,2,4,11,111535,10,21,3,1,61886261,135,7311.0
8,1,271691328,6,2,11,29459,10,15,17,3,110823006,135,7311.0
2,8,1068400023,3,3,13,8032,14,4,27,7,132410126,135,7311.0
3,5,851124596,6,3,2,12195,15,3,6,4,117595077,135,7311.0
3,6,137747725,4,4,8,37556,8,19,6,5,133959355,135,7311.0
5,6,520029995,8,1,6,117907,7,23,17,6,47089364,135,7311.0
1,6,313660593,8,2,13,41222,6,2,4,5,37554295,135,7311.0
7,1,402173317,5,3,10,37390,12,27,6,3,36468860,135,7311.0
5,4,485948945,7,1,5,75722,2,6,9,4,55985707,135,7311.0
5,8,479880168,2,3,4,95205,13,10,31,6,94722370,135,7311.0
8,1,157577208,3,3,16,105324,8,12,26,3,33641662,135,7311.0
7,2,316410970,6,3,4,34490,10,15,20,2,37527254,135,7311.0
1,3,689423474,2,4,8,90440,15,32,13,2,80179353,135,7311.0
7,4,69554694,4,2,9,30696,14,5,2,8,113325987,135,7311.0
1,3,599970380,8,1,5,55887,16,5,17,8,90599422,135,7311.0
5,7,186553430,3,3,10,104991,5,29,17,3,89177313,135,7311.0
2,6,220018272,2,1,12,128162,9,5,12,7,98779256,135,7311.0
2,4,80916119,8,3,7,70655,15,25,24,8,104243748,135,7311.0
2,8,510031214,7,2,5,47611,6,11,15,3,108916379,135,7311.0
1,1,784324733,4,3,6,114213,7,25,10,1,97193539,135,7311.0
4,1,189276877,3,4,5,85910,14,4,25,7,45062120,135,7311.0
8,1,475924362,8,5,14,39023,10,29,25,8,115828153,135,7311.0
5,8,558479422,2,1,15,61564,13,10,5,4,73671340,135,7311.0
4,1,865291876,6,5,2,4882,13,29,28,4,75567417,135,7311.0
1,4,151008824,7,4,11,128876,9,4,27,7,128947942,135,7311.0
2,6,843005323,3,3,7,87701,7,24,6,6,79501718,135,7311.0
3,2,709527432,7,1,16,64785,16,5,31,3,39317694,135,7311.0
4,4,713845244,4,1,16,75375,6,32,11,1,94837803,135,7311.0
6,7,78742464,3,5,6,48292,8,2,7,3,105926171,135,7311.0
2,6,949411743,6,3,9,106828,11,29,20,4,104526615,135,7311.0
4,5,369243491,2,3,16,34327,10,19,6,8,102567981,135,7311.0
4,1,316345350,2,3,3,101429,9,30,27,7,81760979,135,7311.0
7,6,528057986,3,5,7,121754,7,2,21,4,93219274,135,7311.0
3,3,924155906,7,1,9,37414,3,25,7,2,108545532,135,7311.0
6,6,714328340,2,4,7,51131,6,4,14,6,66917645,135,7311.0
2,3,849855320,4,4,12,107990,13,2,4,5,74257368,135,7311.0
1,6,309097563,2,1,2,48381,6,32,8,7,66854541,135,7311.0
1,7,1007866371,6,2,15,41650,2,32,4,4,85362098,135,7311.0
5,7,933514087,7,5,2,85506,14,28,24,7,91442444,135,7311.0
6,2,130849803,3,4,3,23850,11,25,19,8,33633020,135,7311.0
7,2,505231981,4,1,2,128152,7,25,19,3,82509623,135,7311.0
7,6,467123269,3,3,5,23738,9,21,21,3,58803452,135,7311.0
5,1,715592333,2,2,4,111102,12,29,18,8,37105212,135,7311.0
8,8,533444212,4,3,9,59240,14,23,13,4,69418460,135,7311.0
4,2,204622143,5,2,16,15727,9,30,24,2,118221765,135,7311.0
6,3,322487800,8,4,6,15873,6,28,31,2,81490018,135,7311.0
5,3,653722595,6,3,6,25425,3,23,21,3,37732506,135,7311.0
2,4,403756116,4,3,5,111598,11,18,21,4,44472319,135,7311.0
6,2,81913331,8,5,3,29832,7,5,9,8,110440237,135,7311.0
2,8,1009599176,2,5,6,57626,7,16,25,5,92418570,135,7311.0
4,3,7514616,7,1,12,99470,8,14,26,1,113038293,135,7311.0
2,6,364963057,7,3,7,121114,8,8,9,8,91061918,135,7311.0
3,3,798356529,3,5,6,15806,5,6,28,8,81790028,135,7311.0
8,5,527365699,8,4,14,6445,12,9,6,6,115310053,135,7311.0
1,3,500653114,4,4,8,47428,13,10,9,1,129194728,135,7311.0
7,7,953559164,3,4,6,116574,12,31,8,7,121666771,135,7311.0
6,2,391619800,5,2,12,50146,12,16,21,3,75177312,135,7311.0
8,2,36538002,8,2,9,110474,6,3,18,3,34100370,135,7311.0
5,3,353232431,3,4,8,36824,6,9,7,7,59961694,135,7311.0
4,3,811803171,8,4,9,26486,10,15,5,6,93837946,135,7311.0
3,2,712133986,5,5,12,14823,14,29,8,2,111487931,135,7311.0
1,4,1036489356,8,5,15,85120,4,16,15,5,94859513,135,7311.0
8,7,307520292,2,1,14,111050,6,21,17,2,38510595,135,7311.0
2,4,966151188,8,2,4,46329,6,26,9,6,37482744,135,7311.0
8,6,103614735,7,5,11,39383,7,32,21,8,128562149,135,7311.0
1,2,672733437,2,5,8,118754,13,27,16,1,40627398,135,7311.0
8,4,24976206,6,1,2,28335,15,25,4,2,45161024,135,7311.0
4,3,813689072,8,1,13,69230,4,7,20,3,97532802,135,7311.0
2,7,735675784,5,1,13,122171,9,26,12,4,66756880,135,7311.0
1,2,286052794,3,2,2,117510,14,19,7,1,88781251,135,7311.0
4,6,334200543,7,4,9,23398,10,14,9,7,92808947,135,7311.0
2,7,64932491,2,3,6,81796,4,24,11,2,86939863,135,7311.0
6,3,523874752,4,5,11,66105,4,13,6,1,45567762,135,7311.0
7,5,217954934,8,2,9,90850,3,19,30,8,121145227,135,7311.0
2,6,190077260,4,5,15,126120,3,28,32,1,132418833,135,7311.0
5,6,552333774,3,3,6,89324,4,9,26,2,102899978,135,7311.0
1,3,923946486,6,3,7,85235,5,9,9,7,98462475,135,7311.0
6,6,395015416,2,3,12,7115,14,2,12,7,96932256,135,7311.0
6,4,589737155,5,1,13,63477,10,4,23,1,106033393,135,7311.0
5,7,162328649,6,2,13,18395,2,10,9,1,57018195,135,7311.0
3,6,357326193,6,1,9,97641,11,7,32,7,57297164,135,7311.0
1,2,990104564,2,3,15,37437,9,18,12,6,128251781,135,7311.0
7,1,990658904,5,3,3,45460,11,22,15,8,125130771,135,7311.0
7,6,808366709,3,3,11,118589,3,3,24,3,120211352,135,7311.0
6,1,373225731,6,2,16,10028,2,10,12,5,57816548,135,7311.0
8,6,297500637,3,4,11,125293,10,7,12,6,108585896,135,7311.0
4,2,877395121,3,3,2,67835,12,32,6,8,67363869,135,7311.0
6,7,707174501,6,4,6,97328,10,28,8,3,55539843,135,7311.0
1,8,14051177,7,4,13,90708,3,24,6,2,68102433,135,7311.0
8,5,241259476,4,1,15,74983,2,20,21,5,99170688,135,7311.0
5,7,957016965,3,1,3,74395,13,5,13,7,50959891,135,7311.0
5,6,1047136330,8,5,15,51457,3,26,22,7,110793403,135,7311.0
5,1,177669816,5,4,9,49426,10,4,28,2,45378266,135,7311.0
8,3,518740642,2,2,7,108688,10,27,5,6,129964699,135,7311.0
8,1,132812379,3,1,16,105233,6,9,10,5,119960464,135,7311.0
1,8,413330403,4,5,5,68278,15,7,7,6,128724033,135,7311.0
5,6,470147253,5,2,12,16616,16,31,5,2,109958485,135,7311.0
8,7,1002503566,6,2,7,77891,15,9,17,7,49792436,135,7311.0
3,6,192751477,7,5,10,74102,6,3,9,8,60040731,135,7311.0
7,1,1051494021,6,3,10,65652,12,16,17,4,86306971,135,7311.0
7,8,651219279,3,3,13,83231,12,11,19,4,93827164,135,7311.0
8,7,152901562,5,2,4,45261,16,19,18,4,66756335,135,7311.0
8,2,168847753,3,3,13,27221,8,32,15,4,77301093,135,7311.0
6,5,365820175,2,1,11,52378,14,17,18,1,68304222,135,7311.0
8,7,824477650,2,1,10,44131,16,29,15,1,34412689,135,7311.0
5,6,308692203,8,2,16,15193,2,24,8,7,38527946,135,7311.0
3,1,16981780,4,1,15,90561,7,7,13,6,125866020,135,7311.0
8,2,831173170,6,1,8,58778,16,30,32,7,83504095,135,7311.0
7,3,1037173763,6,5,15,55833,8,5,28,6,77189120,135,7311.0
3,1,247013795,4,2,5,81271,6,16,19,3,102316084,135,7311.0
1,1,427304366,6,3,7,49312,16,20,15,5,116537616,135,7311.0
5,4,726068497,8,2,11,17850,9,29,23,1,106920373,135,7311.0
1,2,42386006,8,3,12,74412,9,22,3,4,39930277,135,7311.0
2,6,508403094,2,3,16,67234,8,21,4,1,37664837,135,7311.0
3,8,481886676,5,2,4,21717,15,8,32,8,82469945,135,7311.0
2,8,326296790,7,2,11,98181,9,20,2,5,67843484,135,7311.0
4,7,220129387,4,3,14,49404,4,5,13,7,113304991,135,7311.0
4,4,830063027,6,2,6,16481,12,6,21,2,83958414,135,7311.0
6,4,919853354,4,3,8,61051,15,5,14,6,125944266,135,7311.0
2,5,847840099,8,2,13,81655,16,23,7,7,126436520,135,7311.0
3,3,146331071,3,2,11,65296,9,12,32,5,107986340,135,7311.0
5,1,180222738,8,5,12,127219,8,32,16,5,58241116,135,7311.0
8,3,513402677,4,3,14,41607,9,3,18,1,108185182,135,7311.0
6,6,248747645,2,2,15,96267,10,12,5,3,78552869,135,7311.0
2,6,115484274,7,4,13,52361,14,29,30,7,107942464,135,7311.0
5,5,590599823,2,3,9,39751,13,13,3,5,113207429,135,7311.0
1,7,493409007,3,2,6,65355,3,29,20,7,131450110,135,7311.0
1,2,480654380,6,2,13,9779,6,15,24,7,130169078,135,7311.0
4,5,718499427,8,5,12,99344,8,28,10,7,91555997,135,7311.0
1,5,281516664,5,2,10,51779,4,31,21,1,70612838,135,7311.0
7,1,526982160,2,5,16,18860,6,29,6,4,42604305,135,7311.0
1,8,291877583,7,2,10,17553,5,27,16,6,93276401,135,7311.0
2,8,158856814,8,5,9,126744,3,29,17,2,85452066,135,7311.0
7,6,700874107,5,4,13,51806,6,8,15,3,127182788,135,7311.0
7,8,308237630,8,2,6,130249,7,10,21,2,73988352,135,7311.0
1,7,638107057,7,2,11,62569,8,21,16,7,61235407,135,7311.0
1,5,570698993,5,2,8,94450,14,15,16,6,105160124,135,7311.0
2,3,718999569,7,1,14,6718,8,16,12,2,116851749,135,7311.0
3,1,835221781,2,1,2,86962,15,6,25,8,67460819,135,7311.0
8,3,830597623,7,1,8,4707,4,14,2,7,121771832,135,7311.0
5,1,929180737,8,5,8,71757,14,19,7,4,85977017,135,7311.0
7,8,401860250,7,1,13,64177,14,30,16,6,106439653,135,7311.0
2,8,814753590,7,1,15,16240,13,30,15,4,129558121,135,7311.0
5,7,767329584,8,4,15,60790,3,4,6,1,52593198,135,7311.0
6,6,337177885,5,3,7,15165,2,17,20,2,71645863,135,7311.0
8,6,72515006,8,2,7,73537,7,21,18,6,70261162,135,7311.0
2,5,708921267,7,3,14,16257,2,17,20,3,131215471,135,7311.0
8,6,1034092778,3,2,4,14240,15,11,3,3,94700535,135,7311.0
4,5,894738313,5,3,7,118583,4,7,15,8,128079977,135,7311.0
2,6,444208548,5,3,6,81652,5,32,21,8,114012654,135,7311.0
3,3,859171884,5,3,7,120834,16,31,21,1,79347322,135,7311.0
8,8,530198536,7,5,9,57574,11,30,8,2,83740687,135,7311.0
7,8,961665874,2,5,2,96217,15,16,32,3,126966388,135,7311.0
5,2,955527530,5,4,4,100021,12,19,16,5,104772614,135,7311.0
4,1,164732641,5,4,4,18307,5,13,29,7,79527624,135,7311.0
8,2,63281218,4,2,14,117197,10,24,16,8,77190511,135,7311.0
8,7,61817796,7,1,12,64281,10,19,19,4,37756545,135,7311.0
4,2,53409541,5,1,15,75305,5,9,9,3,38558287,135,7311.0
5,6,502041818,6,2,5,117386,10,4,26,1,94708166,135,7311.0
2,4,280199673,3,5,10,107307,13,4,9,7,124624759,135,7311.0
2,7,809940767,7,3,13,90256,16,13,32,2,85262579,135,7311.0
8,7,171428987,4,4,12,111656,5,7,13,2,104321128,135,7311.0
2,2,631035483,4,1,2,37980,5,18,26,5,80430020,135,7311.0
4,2,509371960,7,2,10,24147,5,3,21,4,70074778,135,7311.0
8,4,1063170656,6,4,13,61175,10,31,3,5,45798650,135,7311.0
2,4,112141165,2,3,11,17833,3,22,23,8,128476904,135,7311.0
7,5,148935232,7,4,13,12219,2,4,18,2,57833734,135,7311.0
1,2,609137207,8,4,6,6233,14,28,21,2,81941771,135,7311.0
7,4,1021200205,4,3,16,100983,2,23,23,7,65179530,135,7311.0
6,6,801006189,5,4,9,120976,7,26,3,4,52242492,135,7311.0
6,7,755986132,4,4,5,128709,16,24,11,6,72554997,135,7311.0
2,6,502609236,7,3,2,41004,2,32,15,1,61004735,135,7311.0
6,1,230832680,2,5,2,101397,10,16,24,4,113915898,135,7311.0
6,7,862724439,3,1,13,51373,10,22,26,5,99155855,135,7311.0
1,3,560602473,6,5,12,108138,9,20,5,1,82736635,135,7311.0
4,8,177675064,3,3,13,6922,10,15,19,2,75102708,135,7311.0
3,1,579918551,8,3,14,44959,13,2,14,3,54494722,135,7311.0
4,1,511926794,2,4,14,5868,9,2,9,8,78930029,135,7311.0
4,2,925033542,6,2,9,116202,16,6,29,2,49543683,135,7311.0
7,5,560759333,4,4,6,111008,14,16,31,4,131121683,135,7311.0
2,5,920781771,4,5,3,10600,6,17,32,1,67137465,135,7311.0
3,1,619642514,5,2,3,42357,11,16,24,6,53683359,135,7311.0
2,2,912965876,3,4,5,10851,14,12,18,1,116975259,135,7311.0
8,8,606666963,8,1,8,84962,6,23,13,2,40096592,135,7311.0
4,1,1038879601,2,1,6,17404,5,4,16,2,56717917,135,7311.0
4,1,154616055,4,4,5,10038,14,15,15,7,44323175,135,7311.0
3,1,288623842,4,2,13,102162,12,8,27,8,82602344,135,7311.0
8,3,651623675,5,4,4,35527,9,21,21,4,100125490,135,7311.0
7,6,1014415491,7,3,12,62946,2,17,25,5,37624611,135,7311.0
3,4,975886697,2,5,6,129274,9,31,17,8,71950241,135,7311.0
5,2,596246248,2,4,4,50784,15,28,7,2,37415576,135,7311.0
5,3,435181839,2,3,14,8748,9,27,20,1,93963749,135,7311.0
6,7,204963327,8,3,2,55273,7,8,18,7,54399320,135,7311.0
2,1,897893267,6,1,8,33065,2,21,5,2,119648420,135,7311.0
5,5,975022235,2,1,7,59370,9,32,25,4,110062431,135,7311.0
